num_round,Leader_P,Follower_P,Leader_Q,Follower_Q,Leader_R,Follower_R
NA,NA,NA,NA,NA,NA,NA
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,8.09E+35
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,1.85E+31
17,17,17,17,17,17,17
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,6.54E+49
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,1.56E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,3.67E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,8.58E+35
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,1.95E+31
17.5,17.5,17.5,17.5,17.5,17.5,17.5
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,6.89E+49
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,1.64E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,3.86E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,9.04E+35
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,2.06E+31
18,18,18,18,18,18,18
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,7.22E+49
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,1.73E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,4.08E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,9.45E+35
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,2.15E+31
18.5,18.5,18.5,18.5,18.5,18.5,18.5
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,7.61E+49
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,1.80E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,4.27E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,9.89E+35
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,2.25E+31
19,19,19,19,19,19,19
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,7.94E+49
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,1.89E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,4.46E+40
